text,label
Analysis of existing public datasets regarding census information. This study aims to... 289 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 463 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 389 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 371 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 401 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 75 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 49 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 87 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 215 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 493 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. This study aims to... 210 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 158 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 187 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. The primary objective is... 398 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 322 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 349 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 14 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 372 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 18 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 356 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 157 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 111 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 317 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 279 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 235 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 489 subjects involved.",Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 170 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 290 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 219 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 238 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 37 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 46 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 306 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 321 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. This study aims to... 158 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 157 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. The primary objective is... 445 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 283 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 269 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 344 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 148 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 221 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 171 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 96 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 171 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 156 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. This study aims to... 416 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 92 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 126 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 177 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 437 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 81 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 295 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 467 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 495 subjects involved.",Expedited
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 332 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 144 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 218 subjects involved.",Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 456 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. This study aims to... 106 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. This study aims to... 140 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 323 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 456 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. This study aims to... 330 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 432 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 428 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. The primary objective is... 340 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 493 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 261 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 391 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 265 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 408 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 470 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. This study aims to... 332 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 253 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. The primary objective is... 418 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. Participants will be asked to... 364 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 195 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 236 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 244 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 302 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 425 subjects involved.",Expedited
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 143 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 14 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 176 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 348 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 124 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 280 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. The primary objective is... 147 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 15 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 392 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. The primary objective is... 246 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 463 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 297 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 373 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 490 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 386 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. The primary objective is... 491 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 139 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 309 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 149 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. Participants will be asked to... 288 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 236 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 407 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 473 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 453 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 47 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 275 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 53 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. This study aims to... 403 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 230 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 270 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 477 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. The primary objective is... 387 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 361 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 135 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 66 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 277 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 474 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 130 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 120 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 353 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 34 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. The primary objective is... 356 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 469 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. This study aims to... 145 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 126 subjects involved.,Expedited
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 144 subjects involved.",Expedited
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 491 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 178 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 230 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 21 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 105 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 347 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. The primary objective is... 246 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 22 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. The primary objective is... 40 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Participants will be asked to... 206 subjects involved.",Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 318 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 233 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. This study aims to... 57 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 34 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 95 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 450 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 150 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. The primary objective is... 79 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Data will be collected via... 38 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 335 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 404 subjects involved.",Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 391 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 11 subjects involved.",Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 120 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 390 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 77 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 300 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 134 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 499 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 429 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 223 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. The primary objective is... 167 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 171 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 192 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 133 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 403 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 320 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 152 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 346 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 335 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. The primary objective is... 487 subjects involved.,Full Board
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 347 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. The primary objective is... 143 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 360 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 19 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 46 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 61 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 469 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 377 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. The primary objective is... 99 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 280 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 410 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 81 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 401 subjects involved.,Full Board
Research involving intentional deception of participants regarding physical safety. Data will be collected via... 137 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. Data will be collected via... 486 subjects involved.",Expedited
Surveying active drug users about illegal activities with identifiable data collection. Participants will be asked to... 239 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 107 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 139 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. Participants will be asked to... 213 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 196 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 257 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 249 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 395 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. Participants will be asked to... 94 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 500 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 474 subjects involved.,Exempt
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 439 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 249 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 219 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Data will be collected via... 49 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 462 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 283 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. The primary objective is... 189 subjects involved.,Expedited
Research on individual or group behavior using recorded voice or video data. This study aims to... 248 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. Data will be collected via... 255 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 184 subjects involved.,Expedited
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 214 subjects involved.,Exempt
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 343 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 249 subjects involved.,Expedited
Study on the psychological impact of past trauma in children under 10. This study aims to... 58 subjects involved.,Full Board
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 103 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Participants will be asked to... 100 subjects involved.,Expedited
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 333 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 265 subjects involved.,Full Board
Research on individual or group behavior using recorded voice or video data. This study aims to... 484 subjects involved.,Expedited
Interviews with teachers about stress levels where names are linked to responses. This study aims to... 451 subjects involved.,Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 224 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. The primary objective is... 212 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 66 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. Data will be collected via... 132 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Data will be collected via... 36 subjects involved.,Expedited
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. Participants will be asked to... 181 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 463 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 422 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. This study aims to... 408 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 147 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 402 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Data will be collected via... 278 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. Data will be collected via... 471 subjects involved.,Expedited
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 120 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 36 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. Data will be collected via... 109 subjects involved.,Exempt
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 303 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 236 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. Data will be collected via... 73 subjects involved.,Full Board
Surveying active drug users about illegal activities with identifiable data collection. This study aims to... 280 subjects involved.,Full Board
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 99 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 180 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. This study aims to... 215 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 22 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 124 subjects involved.,Full Board
Research involving interviews with incarcerated individuals about prison conditions. This study aims to... 447 subjects involved.,Full Board
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 488 subjects involved.,Full Board
Study on the psychological impact of past trauma in children under 10. Participants will be asked to... 467 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 434 subjects involved.,Exempt
Clinical trial testing a new pharmaceutical drug for hypertension in elderly patients. This study aims to... 420 subjects involved.,Full Board
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 398 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. Participants will be asked to... 89 subjects involved.,Full Board
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. This study aims to... 472 subjects involved.",Expedited
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 470 subjects involved.,Exempt
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 69 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Data will be collected via... 407 subjects involved.,Exempt
Study on the psychological impact of past trauma in children under 10. This study aims to... 357 subjects involved.,Full Board
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 371 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 377 subjects involved.,Full Board
Secondary analysis of anonymized blood pressure data from a 2010 study. This study aims to... 153 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 247 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 250 subjects involved.,Expedited
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Participants will be asked to... 51 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. The primary objective is... 51 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. Data will be collected via... 335 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Participants will be asked to... 197 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. Data will be collected via... 436 subjects involved.,Exempt
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 126 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. The primary objective is... 72 subjects involved.,Exempt
Secondary analysis of anonymized blood pressure data from a 2010 study. Participants will be asked to... 322 subjects involved.,Exempt
"Focus groups regarding sensitive personal experiences, but with minimal risk of harm. The primary objective is... 93 subjects involved.",Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. Participants will be asked to... 463 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. The primary objective is... 463 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 310 subjects involved.,Expedited
Surveying active drug users about illegal activities with identifiable data collection. Data will be collected via... 114 subjects involved.,Full Board
Analysis of existing public datasets regarding census information. The primary objective is... 122 subjects involved.,Exempt
Analysis of existing public datasets regarding census information. The primary objective is... 472 subjects involved.,Exempt
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. Data will be collected via... 326 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. This study aims to... 41 subjects involved.,Exempt
Small blood draw via venipuncture from healthy non-pregnant adults. The primary objective is... 30 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 208 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. Data will be collected via... 136 subjects involved.,Expedited
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 227 subjects involved.,Full Board
Evaluation of a new math curriculum in a standard 4th-grade classroom environment. Data will be collected via... 411 subjects involved.,Exempt
Anonymous survey regarding workplace satisfaction among corporate employees. Participants will be asked to... 391 subjects involved.,Exempt
Research on individual or group behavior using recorded voice or video data. The primary objective is... 444 subjects involved.,Expedited
Collection of saliva samples from healthy adults to measure cortisol levels. This study aims to... 347 subjects involved.,Expedited
Evaluating a high-risk surgical procedure for spinal cord injury reconstruction. This study aims to... 86 subjects involved.,Full Board
Observation of public behavior in a city park without any identifiers recorded. This study aims to... 271 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 457 subjects involved.,Expedited
Research involving intentional deception of participants regarding physical safety. Participants will be asked to... 233 subjects involved.,Full Board
Study using non-invasive heart rate monitors during light treadmill exercise. Participants will be asked to... 36 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. The primary objective is... 413 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. This study aims to... 448 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 124 subjects involved.,Exempt
Interviews with teachers about stress levels where names are linked to responses. Participants will be asked to... 489 subjects involved.,Expedited
Analysis of existing public datasets regarding census information. Participants will be asked to... 94 subjects involved.,Exempt
Study using non-invasive heart rate monitors during light treadmill exercise. Data will be collected via... 257 subjects involved.,Expedited
Observation of public behavior in a city park without any identifiers recorded. The primary objective is... 462 subjects involved.,Exempt
Research involving interviews with incarcerated individuals about prison conditions. Participants will be asked to... 290 subjects involved.,Full Board
Small blood draw via venipuncture from healthy non-pregnant adults. Participants will be asked to... 127 subjects involved.,Expedited
Retrospective review of de-identified medical records for frequency of flu symptoms. This study aims to... 287 subjects involved.,Exempt
Research involving intentional deception of participants regarding physical safety. The primary objective is... 174 subjects involved.,Full Board
